Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Total_Items,Age Group
6458076,M18732,"15669863, 7692620, 15669876, 15668468, 34986118, 15668380, 15669788, 34993978, 34993976, 34938526, 15668458",20-09-2014,"Moong Dal, Shaving Blade & Razors, Kidney Beans, Beans, Whole Spices, Other Vegetables, Raw Rice, Mosquito Repellent, Mosquito Repellent, Other Sweets, Brinjals",Male,Gold,3,488,PayPal,Pending,11,55+
6458393,M27458,"15668381, 15668460, 15668466, 15668469",20-09-2014,"Other Vegetables, Gourd & Cucumber, Root Vegetables, Beans",Female,Silver,8,760,Credit Card,Pending,4,0-18
6458661,M64379,"7543289, 15668688, 15668468, 15668685, 34934495, 34938526",20-09-2014,"Organic Masalas & Spices, Root Vegetables, Beans, Beans, Organic Branded Foods, Other Sweets",Male,Gold,5,22,Credit Card,Delivered,6,55+
6459132,M41747,"15668480, 15669819, 15668449, 15668379, 15668468, 93176430, 7543241, 15668381, 15668594, 15668688, 15668465, 34992547, 15669762, 34938526",20-09-2014,"Bread, Other Pulses, Exotic Vegetables, Other Vegetables, Beans, Snacks, Organic Pulses & Pulses, Other Vegetables, Exotic Vegetables, Root Vegetables, Root Vegetables, Other Pickle, Urad Dal, Other Sweets",Female,Gold,10,376,Cash,Shipped,14,36-45
6459629,M46575,"15668521, 15668462, 15669875, 15668688, 15668380, 34938526, 7572432",20-09-2014,"Bread, Gourd & Cucumber, Kidney Beans, Root Vegetables, Other Vegetables, Other Sweets, Cooking Paste",Female,Gold,9,735,Credit Card,Delivered,7,55+
6459785,M42827,"92380533, 34938526, 15669764, 15669970, 15670009, 15669880",20-09-2014,"Regular Pasta, Other Sweets, Besan, Cashews, Almonds, Millet flour",Female,Gold,6,758,Credit Card,Shipped,6,0-18
6460073,M86304,"15668460, 15668458, 34934311, 15668381, 34938526, 15668380",20-09-2014,"Gourd & Cucumber, Brinjals, Organic Rice & Rice Products, Other Vegetables, Other Sweets, Other Vegetables",Male,Silver,4,211,Cash,Shipped,6,26-35
6460672,M36366,"34938526, 15668478, 34934493, 15668379",21-09-2014,"Other Sweets, Banana, Chips, Other Vegetables",Female,Silver,1,458,PayPal,Delivered,4,0-18
6461263,M43831,"7541573, 15668478, 93141093, 34938526, 21409129",21-09-2014,"Glucose, Marie & Milk Biscuits, Banana, Curd, Other Sweets, Whole Grains",Female,Gold,5,556,Credit Card,Shipped,5,26-35
6462335,M31966,"15669881, 21408952, 15668379, 15668462, 34993978, 15668471, 34938526, 7689353, 15668381, 15668465, 15668375, 34991043",21-09-2014,"Millet flour, Whole Spices, Other Vegetables, Gourd & Cucumber, Mosquito Repellent, Beans, Other Sweets, Ground Coffee, Other Vegetables, Root Vegetables, Root Vegetables, Brushes & Scrubbers",Female,Silver,0,980,PayPal,Delivered,12,36-45
6462831,M31908,"15668381, 34938526, 7579697",21-09-2014,"Other Vegetables, Other Sweets, Cream Biscuits",Female,Bronze,4,382,Credit Card,Pending,3,55+
6462920,M16218,"15669869, 34986328, 34938526, 15669837, 7621709",21-09-2014,"Moong Dal, Kidney Beans, Other Sweets, Raw Rice, Glucose, Marie & Milk Biscuits",Male,Silver,3,236,Cash,Pending,5,0-18
6463381,M54345,7598777,21-09-2014,Agarbatti,Female,Silver,2,294,Credit Card,Delivered,1,55+
6464160,M16611,"34938526, 15670009, 34992548, 15668381",21-09-2014,"Other Sweets, Almonds, Other Pickle, Other Vegetables",Male,Gold,0,223,PayPal,Pending,4,55+
6464344,M50420,"34938526, 93009285, 15670163",21-09-2014,"Other Sweets, Organic Rice & Rice Products, Organic F&V",Female,Gold,7,166,PayPal,Pending,3,55+
6464508,M33491,"15668458, 15668519, 15668474, 34938526, 15668381, 15668468, 15668688",21-09-2014,"Brinjals, Bread, Beans, Other Sweets, Other Vegetables, Beans, Root Vegetables",Male,Gold,6,551,Cash,Delivered,7,26-35
6464617,M99030,"15668451, 15668381, 7607551, 15668475, 34938526, 15669861, 15669821, 7753732, 15668460",22-09-2014,"Brinjals, Other Vegetables, Oats, Beans, Other Sweets, Raw Peanuts, Whole Spices, Health Drinks, Gourd & Cucumber",Male,Silver,6,245,Credit Card,Shipped,9,19-25
6464687,M63404,"15668469, 15668458, 15668378, 92388167, 34938526, 15668465, 15668460, 15668375",22-09-2014,"Beans, Brinjals, Other Vegetables, Snacks, Other Sweets, Root Vegetables, Gourd & Cucumber, Root Vegetables",Female,Silver,4,107,PayPal,Delivered,8,0-18
6464793,M33064,15668466,22-09-2014,Root Vegetables,Female,Silver,5,947,Credit Card,Pending,1,55+
6464829,M50420,15669829,22-09-2014,Raw Rice,Male,Bronze,5,532,PayPal,Shipped,1,55+
6464879,M09303,"15668478, 15668471, 15669974, 7572302, 15668451, 15668474, 15669764, 7753743",22-09-2014,"Banana, Beans, Other Dry Fruits, Snacks, Brinjals, Beans, Besan, Health Drinks",Male,Silver,2,713,PayPal,Shipped,8,55+
6465004,M99206,"15669884, 15669825, 7624790, 15668451, 21408947, 15668465, 15669871, 15669760, 15668478, 34938526, 7753779, 21410627, 15668468, 15668688, 7572252, 15668474",22-09-2014,"Whole Spices, Boiled Rice, Ghee, Brinjals, Other Rice Products, Root Vegetables, Other Rice Products, Whole Spices, Banana, Other Sweets, Health Drinks, Organic Masalas & Spices, Beans, Root Vegetables, Cooking Paste, Beans",Female,Silver,2,866,PayPal,Shipped,16,55+
6465157,M41700,"15668460, 15668469, 15668451, 15668465, 15668685, 15668379, 15668375, 15668381, 15669818, 34938526",21-09-2014,"Gourd & Cucumber, Beans, Brinjals, Root Vegetables, Beans, Other Vegetables, Root Vegetables, Other Vegetables, Whole Spices, Other Sweets",Female,Gold,6,746,PayPal,Pending,10,0-18
6465614,M82651,"15669765, 15668375, 7572254, 15669772, 15669885, 92953872, 34938526, 15669860, 15669993, 15669760, 15669864, 34986115, 15668379, 29247044, 15669792, 15668521, 15668541",22-09-2014,"Urad Dal, Root Vegetables, Cooking Sauce, Other Pulses, Moong Dal, Organic Dry Fruits, Other Sweets, Moong Dal, Other Pulses, Whole Spices, Other Pulses, Other Dry Fruits, Other Vegetables, Besan, Other Dry Fruits, Bread, Buns & Pavs",Male,Bronze,7,899,PayPal,Delivered,17,55+
6465651,M84827,15668416,22-09-2014,Banana,Female,Bronze,0,287,PayPal,Pending,1,55+
6466472,M84827,"21410666, 15668466, 15670253, 15668381, 21410625, 7587491, 21408942, 34938526, 7587656, 21410640, 15670259",22-09-2014,"Organic Pulses & Pulses, Root Vegetables, Organic F&V, Other Vegetables, Organic Rice & Rice Products, Organic Flours, Other Rice Products, Other Sweets, Organic Rice & Rice Products, Organic Rice & Rice Products, Organic F&V",Male,Gold,1,713,Cash,Pending,11,55+
6466938,M43189,"15668375, 15668521, 15668477, 34987294, 15668378, 34938526, 15668458",22-09-2014,"Root Vegetables, Bread, Exotic Vegetables, Glucose, Marie & Milk Biscuits, Other Vegetables, Other Sweets, Brinjals",Male,Gold,10,624,Credit Card,Shipped,7,19-25
6466943,M56489,"15669789, 7692589, 15669880, 34938526, 15669780, 15668467",22-09-2014,"Boiled Rice, Shampoo, Millet flour, Other Sweets, Sugar, Beans",Female,Silver,1,173,Credit Card,Pending,6,55+
6466944,M54382,"15668380, 15668377, 15669769, 15668469, 15668478, 34938526",22-09-2014,"Other Vegetables, Root Vegetables, Other Pulses, Beans, Banana, Other Sweets",Female,Silver,10,651,Credit Card,Pending,6,55+
6467087,M58761,"34992815, 34993283, 7569799, 92388008, 15670009, 15669863, 15668379, 7642810, 15669777, 15668480, 29247044",22-09-2014,"Cookies, Aluminium Foil & Cling Wrap, Snacks, Snacks, Almonds, Moong Dal, Other Vegetables, Basmati Rice, Urad Dal, Bread, Besan",Male,Gold,10,523,PayPal,Pending,11,46-55
6467183,M86572,"92978776, 34938526, 15669799, 7678784, 15669788, 92380875, 15668520, 7572311",22-09-2014,"Basmati Rice, Other Sweets, Raisins, Packaged Drinking Water, Raw Rice, Agarbatti, Bread, Snacks",Female,Bronze,10,102,Cash,Delivered,8,55+
6467279,M46325,"15668465, 15668381, 15669803, 15668378, 15668684, 15668460, 21408947, 15668467, 34938526, 15668688, 15669880, 15669832",22-09-2014,"Root Vegetables, Other Vegetables, Cashews, Other Vegetables, Beans, Gourd & Cucumber, Other Rice Products, Beans, Other Sweets, Root Vegetables, Millet flour, Sugar",Male,Silver,9,205,PayPal,Delivered,12,19-25
6468042,M48938,"15668520, 15668416, 7593949, 7572254, 7586346",23-09-2014,"Bread, Banana, Cream Biscuits, Cooking Sauce, Snacks",Female,Silver,10,462,Credit Card,Delivered,5,55+
6468536,M62833,"15668469, 34995253, 34992815, 34935569, 93156748, 15669788, 34938526, 15669993, 34986125",22-09-2014,"Beans, Tomato Ketchup, Cookies, Bakery & Breads, Ground Coffee, Raw Rice, Other Sweets, Other Pulses, Whole Spices",Male,Silver,6,274,PayPal,Shipped,9,55+
6468572,M09736,"34993740, 15669800, 34989501, 7572303, 15669856, 15668478, 21409124, 34938526, 15669778, 34989440, 15669830, 7569799",22-09-2014,"Other Sauces, Cashews, Other Pulses, Snacks, Sugar, Banana, Sugar Cubes, Other Sweets, Other Pulses, Other Rice Products, Other Rice Products, Snacks",Male,Bronze,4,372,PayPal,Pending,12,19-25
6469997,M33064,"15669827, 15668478, 15668688, 15668466, 15668463, 15669838",23-09-2014,"Kidney Beans, Banana, Root Vegetables, Root Vegetables, Gourd & Cucumber, Raw Rice",Male,Gold,3,729,Credit Card,Delivered,6,19-25
6470278,M90375,"15668594, 15669882, 15668375, 15668462, 15668379, 15668494, 15668520, 34938526",23-09-2014,"Exotic Vegetables, Millet flour, Root Vegetables, Gourd & Cucumber, Other Vegetables, Exotic Vegetables, Bread, Other Sweets",Female,Gold,5,696,Cash,Shipped,8,55+
6470570,M41781,"15668458, 34992815, 15669987, 21410627, 34986115, 34938526, 15668465, 15669869, 34990389, 21410792, 15669885, 15668381",23-09-2014,"Brinjals, Cookies, Other Rice Products, Organic Masalas & Spices, Other Dry Fruits, Other Sweets, Root Vegetables, Moong Dal, Healthy & Digestive Biscuits, Cookies, Moong Dal, Other Vegetables",Male,Bronze,6,32,PayPal,Delivered,12,36-45
6470598,M78365,"34986122, 34993759, 34986118, 21408913, 34993740, 7753743",23-09-2014,"Whole Spices, Other Sauces, Whole Spices, Whole Spices, Other Sauces, Health Drinks",Male,Silver,9,884,Cash,Pending,6,55+
6470882,M52629,"34938526, 7569807, 7572730, 7572311, 34990386, 7630967, 7569802, 15670252",23-09-2014,"Other Sweets, Snacks, Other Juices, Snacks, Cream Biscuits, Regular Pasta, Snacks, Organic F&V",Female,Gold,6,919,Credit Card,Shipped,8,55+
6471498,M42182,"34994862, 34938526, 34989594, 21408947",23-09-2014,"Healthy & Digestive Biscuits, Other Sweets, Raisins, Other Rice Products",Male,Gold,6,883,PayPal,Pending,4,0-18
6471555,M56309,"34989501, 15669861, 15669789, 15669875, 34938526, 7580823",23-09-2014,"Other Pulses, Raw Peanuts, Boiled Rice, Kidney Beans, Other Sweets, Sunflower Oils",Female,Gold,0,496,PayPal,Delivered,6,46-55
6471627,M32655,"7572305, 34938526, 34931368",23-09-2014,"Snacky Nuts, Other Sweets, Bread",Male,Bronze,1,601,Credit Card,Delivered,3,36-45
6471868,M54796,"15670241, 15668378, 92978776, 15668685, 15669880, 15668468, 15668474, 15668688, 15668478, 15670157",24-09-2014,"Organic F&V, Other Vegetables, Basmati Rice, Beans, Millet flour, Beans, Beans, Root Vegetables, Banana, Organic F&V",Female,Silver,4,836,Cash,Delivered,10,55+
6472456,M36432,"15668375, 15668460, 15668378, 7573406, 15669969, 29247038, 93105735, 15668478",24-09-2014,"Root Vegetables, Gourd & Cucumber, Other Vegetables, Liquid Soaps & Bars, Cashews, Raw Rice, Organic Masalas & Spices, Banana",Female,Gold,0,623,PayPal,Shipped,8,55+
6474149,M43977,"15668449, 15669766, 15669974, 7569799, 15669881, 15669777, 15669970, 15669860, 15670009, 15669867, 34932099, 15670171, 15669872, 34938526, 7594414, 15668595",25-09-2014,"Exotic Vegetables, Other Flours, Other Dry Fruits, Snacks, Millet flour, Urad Dal, Cashews, Moong Dal, Almonds, Other Pulses, Pasta & Noodles, Organic F&V,Flat Rice, Other Sweets, Pre & Post Wash Care, Exotic Vegetables",Male,Gold,6,68,PayPal,Shipped,16,46-55
6474555,M09303,"15669760, 34987294",24-09-2014,"Whole Spices, Glucose, Marie & Milk Biscuits",Male,Silver,0,933,Cash,Pending,2,46-55
6474885,M45470,"15668377, 15668468, 15668466",25-09-2014,"Root Vegetables, Beans, Root Vegetables",Male,Silver,9,542,Credit Card,Delivered,3,55+
6475265,M56368,"34987567, 15669884, 7586147, 15668467, 7586073, 15669817, 15669861, 15669885, 15668473, 15668685, 15668465, 21409004",25-09-2014,"Whole Spices, Whole Spices, Instant Pastas, Beans, Instant Pastas, Whole Spices, Raw Peanuts, Moong Dal, Beans, Beans, Root Vegetables, Other Pulses",Male,Gold,0,283,Credit Card,Shipped,12,55+
6475371,M35649,"15669872, 15669874, 15669760, 34989501, 34987566, 21409002, 15668381, 15669810, 15668687, 15668416, 15668469, 15669965, 15669776, 15669878, 34986345",25-09-2014,"Avalakki / Poha,Flat Rice, Whole Spices, Other Pulses, Whole Spices, Moong Dal, Other Vegetables, Almonds, Root Vegetables, Banana, Beans, Raisins, Other Pulses, Kidney Beans, Other Pooja Needs",Female,Bronze,7,419,Credit Card,Delivered,15,46-55
6475763,M54796,"15668448, 34932968, 34990373",25-09-2014,"Exotic Vegetables, Cut Vegetables, Healthy & Digestive Biscuits",Female,Gold,3,436,PayPal,Delivered,3,55+
6475770,M32449,"15669856, 15669760, 15669818, 34938526, 15669861, 21408952",25-09-2014,"Sugar, Whole Spices, Whole Spices, Other Sweets, Raw Peanuts, Whole Spices",Female,Gold,0,359,Credit Card,Pending,6,36-45
6475791,M31101,"15668381, 34938526, 15668375, 15668468, 15668379, 92953872",25-09-2014,"Other Vegetables, Other Sweets, Root Vegetables, Beans, Other Vegetables, Organic Dry Fruits",Female,Silver,5,986,Credit Card,Pending,6,55+
6476607,M32449,"34987958, 7625556",25-09-2014,"Mango Juices, Ground Coffee",Male,Silver,3,311,Credit Card,Pending,2,0-18
6476807,M36432,"15669872, 15669963, 34986129, 15669761, 7613346, 15670269, 15670010, 34993070, 7640186, 15669964, 34930814, 29247172",25-09-2014,"Avalakki / Poha, Raisins, Whole Spices, Whole Spices, Honey, Other Pulses, Almonds, Scissors, Glue & Tape, Honey, Raisins, Colours , Whole Spices",Male,Silver,3,699,Credit Card,Shipped,12,55+
6477647,M56516,"15669873, 15668471, 34986449, 15669760, 15668381, 15668378, 15668478, 34987566",25-09-2014,"Whole Spices, Beans, Toothpaste, Whole Spices, Other Vegetables, Other Vegetables, Banana, Whole Spices",Female,Gold,5,32,Cash,Delivered,8,36-45
6477802,M33491,"15669856, 15668520, 15668473",25-09-2014,"Sugar, Bread, Beans",Male,Gold,1,181,PayPal,Shipped,3,36-45
6478233,M51043,"34994233, 34990386, 15668416, 15670163, 15668377, 34938526, 7627860, 15668378, 7582046",26-09-2014,"Organic F&V, Cream Biscuits, Banana, Organic F&V, Root Vegetables, Other Sweets, Sunflower Oils, Other Vegetables, Veg & Fruit",Male,Silver,3,968,PayPal,Shipped,9,46-55
6478334,M25900,"34989058, 15668381, 15668378, 34991043, 15668416",26-09-2014,"Cleaning & Dust Cloth, Other Vegetables, Other Vegetables, Brushes & Scrubbers, Banana",Female,Silver,2,359,PayPal,Delivered,5,55+
6478388,M42182,7627812,26-09-2014,Health Supplements,Female,Gold,8,812,Cash,Pending,1,55+
6478556,M33558,"7753740, 7572432, 15668684, 15668478, 15669863, 34986123, 34990759, 34986125, 34986112, 15668380, 15669835, 15668466, 15668688, 7572430",26-09-2014,"Health Drinks, Cooking Paste, Beans, Banana, Moong Dal, Whole Spices, Frozen Chicken, Whole Spices, Whole Spices, Other Vegetables, Raw Rice, Root Vegetables, Root Vegetables, Cooking Paste",Female,Bronze,5,949,PayPal,Pending,14,19-25
6479296,M57093,"34938526, 15668375, 7625677, 15668379, 15669880, 34994064, 34993978, 7626910, 15668465",26-09-2014,"Other Sweets, Root Vegetables, Shampoo, Other Vegetables, Millet flour, Drain Cleaners, Mosquito Repellent, Hair Colors & Dyes, Root Vegetables",Male,Bronze,2,944,Credit Card,Pending,9,55+
6479695,M38622,"7543247, 15668688, 15669870, 15669965, 15669856, 15669871, 15670255, 15669886, 15670260",26-09-2014,"Organic Pulses & Pulses, Root Vegetables, Millet flour, Raisins, Sugar, Other Rice Products, Organic F&V, Millet flour, Organic F&V",Female,Bronze,1,685,Credit Card,Delivered,9,0-18
6479916,M57327,"15669874, 15669878, 7548511, 15669832, 34987568, 15669838, 15669790, 34938526, 34987569, 15669781, 15669776, 15669773, 15669867",26-09-2014,"Avalakki / Poha, Kidney Beans, Liquid Soaps & Bars, Sugar, Whole Spices, Raw Rice, Other Rice Products, Other Sweets, Powdered Spices, Rice Flour, Other Pulses, Urad Dal, Other Pulses",Female,Gold,8,956,PayPal,Shipped,13,55+
6480051,M54382,"7579697, 7594523, 34994862",26-09-2014,"Cream Biscuits, Cream Biscuits, Healthy & Digestive Biscuits",Female,Gold,6,504,Credit Card,Delivered,3,26-35
6480418,M35464,"15669861, 34938526, 15668379, 7569806, 15668478, 15668465, 15668688, 7572313, 15669769, 7572303, 7572311, 15668458, 15669772, 7569802, 15668381, 15669760, 15669778, 15669881, 34994064, 34994233, 15669832, 34990372, 29247044, 15669821, 15669869, 15669878",26-09-2014,"Raw Peanuts, Other Sweets, Other Vegetables, Snacks, Banana, Root Vegetables, Root Vegetables, Snacks, Other Pulses, Snacks, Snacks, Brinjals, Other Pulses, Snacks, Other Vegetables, Whole Spices, Other Pulses, Millet flour, Drain Cleaners, Organic F&V, Sugar, Healthy & Digestive Biscuits, Besan, Whole Spices, Moong Dal, Kidney Beans",Female,Silver,7,507,Credit Card,Shipped,26,46-55
6480437,M58761,"15668381, 15668379, 15668480, 15668477",26-09-2014,"Other Vegetables, Other Vegetables, Bread, Exotic Vegetables",Male,Gold,4,614,Cash,Shipped,4,55+
6480598,M09303,"15669764, 15668478",26-09-2014,"Besan, Banana",Female,Bronze,4,673,Cash,Shipped,2,55+
6481294,M41747,"15668468, 15668594, 15668465, 15670144, 15668379, 15668381, 15668688",27-09-2014,"Beans, Exotic Vegetables, Root Vegetables, Organic F&V, Other Vegetables, Other Vegetables, Root Vegetables",Male,Bronze,9,440,PayPal,Shipped,7,26-35
6481313,M32409,"15668381, 15668460, 7579697, 15668688, 15668378, 7593949, 15668473",27-09-2014,"Other Vegetables, Gourd & Cucumber, Cream Biscuits, Root Vegetables, Other Vegetables, Cream Biscuits, Beans",Male,Bronze,9,574,Credit Card,Shipped,7,55+
6482000,M35538,"7637248, 7572313, 7586526, 7736902, 15668478",27-09-2014,"Mosquito Repellent, Snacks, Snacky Nuts, Snacks, Banana",Female,Silver,8,342,PayPal,Delivered,5,36-45
6482204,M33422,"34992921, 7572313, 15669763, 15669860, 15668380, 92435954, 34987955, 15668381",27-09-2014,"Paneer & Tofu, Snacks, Other Pulses, Moong Dal, Other Vegetables, Liquid Soaps & Bars, Corn Snacks, Other Vegetables",Male,Bronze,1,452,PayPal,Pending,8,0-18
6482358,M86304,"15668381, 7640186, 15668460, 15668380",27-09-2014,"Other Vegetables, Honey, Gourd & Cucumber, Other Vegetables",Female,Bronze,4,561,Credit Card,Shipped,4,19-25
6483020,M37600,"15669818, 15669870, 7587490, 7587664, 7627860, 7587677, 7587648",27-09-2014,"Whole Spices, Millet flour, Organic Pulses & Pulses, Organic Pulses & Pulses, Sunflower Oils, Organic Pulses & Pulses, Organic Rice & Rice Products",Female,Bronze,3,369,Cash,Pending,7,55+
6483068,M16218,"15669825, 15668478, 7612452",27-09-2014,"Boiled Rice, Banana, Other Oils",Female,Bronze,0,74,PayPal,Shipped,3,19-25
6483205,M56255,"15668468, 15670259, 15670157, 15670251, 15668375",27-09-2014,"Beans, Organic F&V, Organic F&V, Organic F&V, Root Vegetables",Male,Bronze,10,313,Credit Card,Pending,5,46-55
6484108,M77779,"15668381, 15668474, 15668458, 15668379, 15668467",27-09-2014,"Other Vegetables, Beans, Brinjals, Other Vegetables, Beans",Female,Bronze,1,491,PayPal,Pending,5,26-35
6484338,M31908,"15668377, 7587649, 15668378, 7580034, 7571454, 15669810, 29247179, 34986118",27-09-2014,"Root Vegetables, Organic Rice & Rice Products, Other Vegetables, Ice Creams & Desserts, Cream Biscuits, Almonds, Whole Spices, Whole Spices",Female,Silver,10,467,Cash,Pending,8,55+
6484457,M16611,"34937163, 15668381",27-09-2014,"Liquid Soaps & Bars, Other Vegetables",Female,Silver,2,875,Cash,Shipped,2,36-45
6484566,M59012,"15670251, 15668688, 15668458, 15670157, 7543295",27-09-2014,"Organic F&V, Root Vegetables, Brinjals, Organic F&V, Organic Masalas & Spices",Female,Bronze,10,939,Credit Card,Pending,5,0-18
